TIME,PLANT,MACHINE,COMPONENT,MODEL,HEALTHSCORE,Actual_Value,UNITS,Caution,Acknowledge,Note
22/4/2025 14:00,GSP4,2101-CX-001,LUBE OIL,2101LI02 (LUBE OIL REVSERVOIR LEV),4,14.5168,%,0.0,,
22/4/2025 14:00,GSP2,786-CX-02R,GAS TURBINE,RT321A ( GP THRBRG2 ) x L 786-CX-02R,0,73.6926,DEGC,0.0,23/4/2025 16:17,"load increase, normal"
22/4/2025 14:00,GSP1,707-CX-001,SEAL SYSTEM,FI131 (SEAL SUP GAS FLOW NDE) x L 707CX001,74,9.23294,NM3/H,0.0,23/4/2025 16:04,increasing trend but marginal
22/4/2025 14:00,GSP4,2132-XC-001,FUEL GAS SYSTEM,2132PI7 (START GAS   PRESSURE)  ,0,0.0332242,BARG,0.0,,
22/4/2025 14:00,GSP2,786-CX-001,EXPANDER,XI507A ( EXPANDER VIBRATION ) x L 786CX001,0,5.31479,uM,0.0,23/4/2025 8:28,vibration step up but still low
22/4/2025 14:00,GSP4,2106-CX-001,EXPANDER,2106VXI001 (HI SPD DRV BRG VIBR),0,9.31724,UM,0.0,,
22/4/2025 14:00,GSP4,2132-XC-001,LUBE OIL SYSTEM,2132TI8 (COMP LUBEOIL SUPPLY TEMP)  ,64,49.2401,DEGC,0.0,,
22/4/2025 14:00,GSP1,706-CX-001,GG LUBE OIL,26QGTA ( GG LO RESERVOIR TEMP RTD ) x L 706CX01,79,66.6419,DEGC,0.0,23/4/2025 16:05,back to normal
22/4/2025 14:00,GSP2,786-CX-02R,COMPRESSOR,TE723A ( HP JBRG TP A (NDE) ) x L 786-CX-02R,12,75.3246,DEGC,0.0,23/4/2025 16:19,"load increase, normal"
22/4/2025 14:00,GSP2,786-CX-02R,COMPRESSOR,TE723B ( HP JBRG TP B (NDE) ) x L 786-CX-02R,61,75.8375,DEGC,0.0,23/4/2025 16:18,"load increase, normal"
22/4/2025 14:00,GSP2,786-CX-02R,POWER TURBINE,TV354Y ( PT B4Y ) x L 786CX02R,0,7.83333,umpp,0.0,24/4/2025 8:08,to be retrain
22/4/2025 14:00,GSP4,2132-XC-001,GG LUBE OIL,2132TI50 (GAS GEN OIL COOLER TEMP)  ,76,40.4035,DEGC,0.0,,
22/4/2025 14:00,GSP2,788-CX-01R,SEAL GAS,FIT759 ( SP GAS FLOW NDE ) x L 788CX01R,17,5.03708,NM3/HR,0.0,23/4/2025 16:15,normal
22/4/2025 14:00,GSP2,786-CX-001,EXPANDER,XI507B ( EXPANDER VIBRATION ) x L 786CX001,78,5.07654,uM,0.0,23/4/2025 8:27,vibration step up but still low
22/4/2025 14:00,GSP2,786-CX-02R,GAS TURBINE,TC382-03A ( T5 TC3 ) x L 786-CX-02R,30,746.272,DEGC,0.0,23/4/2025 8:44,"increase speed, normal"
22/4/2025 14:00,GSP2,786-CX-02R,GAS TURBINE,TC382-07A ( T5 TC7 ) x L 786-CX-02R,56,737.859,DEGC,0.0,23/4/2025 8:42,"increase speed, normal"
22/4/2025 14:00,GSP2,786-CX-02R,COMPRESSOR,TE723C ( HP JBRG TP C (NDE) ) x L 786-CX-02R,26,75.384,DEGC,0.0,23/4/2025 16:18,"load increase, normal"
22/4/2025 13:00,GSP2,786-CX-02R,COMPRESSOR,TE723B ( HP JBRG TP B (NDE) ) x L 786-CX-02R,67,75.7263,DEGC,0.0,23/4/2025 16:18,"load increase, normal"
22/4/2025 13:00,GSP2,788-CX-01R,SEAL GAS,FIT759 ( SP GAS FLOW NDE ) x L 788CX01R,13,5.03708,NM3/HR,0.0,23/4/2025 16:15,normal
22/4/2025 13:00,GSP2,786-CX-02R,COMPRESSOR,TE727A ( HP TBG TP A (ACT) ) x L 786-CX-02R,0,73.4462,DEGC,0.0,23/4/2025 16:19,"load increase, normal"
22/4/2025 13:00,GSP2,786-CX-02R,GAS TURBINE,TC382-03A ( T5 TC3 ) x L 786-CX-02R,25,738.285,DEGC,0.0,23/4/2025 8:44,"increase speed, normal"
22/4/2025 13:00,GSP4,2132-XC-001,FUEL GAS SYSTEM,2132PI7 (START GAS   PRESSURE)  ,0,0.0281516,BARG,0.0,,
22/4/2025 13:00,GSP2,786-CX-02R,COMPRESSOR,TE723C ( HP JBRG TP C (NDE) ) x L 786-CX-02R,53,74.8718,DEGC,0.0,23/4/2025 16:18,"load increase, normal"
22/4/2025 13:00,GSP4,2106-CX-001,LUBE OIL,2106PDI03B (LUBE OIL DIF PRESS B),75,17.5205,BARD,0.0,,
22/4/2025 13:00,GSP4,2106-CX-001,LUBE OIL,2106PDI03C (LUBE OIL DIF PRESS C),70,17.5589,BARD,0.0,,
22/4/2025 13:00,GSP2,786-CX-001,EXPANDER,XI507A ( EXPANDER VIBRATION ) x L 786CX001,0,5.49106,uM,0.0,23/4/2025 8:28,vibration step up but still low
22/4/2025 13:00,GSP2,786-CX-02R,POWER TURBINE,TV354Y ( PT B4Y ) x L 786CX02R,0,7.63889,umpp,0.0,24/4/2025 8:08,to be retrain
22/4/2025 13:00,GSP4,2106-CX-001,EXPANDER,2106VXI001 (HI SPD DRV BRG VIBR),0,9.02925,UM,0.0,,
22/4/2025 13:00,GSP4,2101-CX-001,LUBE OIL,2101LI02 (LUBE OIL REVSERVOIR LEV),3,14.4628,%,0.0,,
22/4/2025 13:00,GSP2,786-CX-02R,COMPRESSOR,TE723A ( HP JBRG TP A (NDE) ) x L 786-CX-02R,8,75.7135,DEGC,0.0,23/4/2025 16:19,"load increase, normal"
22/4/2025 13:00,GSP2,786-CX-02R,GAS TURBINE,RT321A ( GP THRBRG2 ) x L 786-CX-02R,0,73.5027,DEGC,0.0,23/4/2025 16:17,"load increase, normal"
22/4/2025 13:00,GSP4,2106-CX-001,LUBE OIL,2106PDI03A (LUBE OIL DIF PRESS A),78,17.3853,BARD,0.0,,
22/4/2025 12:00,GSP2,786-CX-02R,COMPRESSOR,TE727A ( HP TBG TP A (ACT) ) x L 786-CX-02R,0,73.335,DEGC,0.0,23/4/2025 16:19,"load increase, normal"
22/4/2025 12:00,GSP2,786-CX-02R,GAS TURBINE,TC382-03A ( T5 TC3 ) x L 786-CX-02R,46,732.29,DEGC,0.0,23/4/2025 8:44,"increase speed, normal"
22/4/2025 12:00,GSP2,788-CX-01R,SEAL GAS,FIT759 ( SP GAS FLOW NDE ) x L 788CX01R,24,5.03307,NM3/HR,0.0,23/4/2025 16:15,normal
22/4/2025 12:00,GSP4,2106-CX-001,EXPANDER,2106VXI001 (HI SPD DRV BRG VIBR),0,9.25311,UM,0.0,,
22/4/2025 12:00,GSP2,786-CX-02R,COMPRESSOR,TE723A ( HP JBRG TP A (NDE) ) x L 786-CX-02R,28,75.7135,DEGC,0.0,23/4/2025 16:19,"load increase, normal"
22/4/2025 12:00,GSP2,786-CX-001,EXPANDER,XI507A ( EXPANDER VIBRATION ) x L 786CX001,0,5.45183,uM,0.0,23/4/2025 8:28,vibration step up but still low
22/4/2025 12:00,GSP2,786-CX-02R,COMPRESSOR,TE723C ( HP JBRG TP C (NDE) ) x L 786-CX-02R,61,74.8718,DEGC,0.0,23/4/2025 16:18,"load increase, normal"
22/4/2025 12:00,GSP2,786-CX-02R,POWER TURBINE,TV354Y ( PT B4Y ) x L 786CX02R,0,7.22569,umpp,0.0,24/4/2025 8:08,to be retrain
22/4/2025 12:00,GSP2,786-CX-02R,GAS TURBINE,RT321A ( GP THRBRG2 ) x L 786-CX-02R,0,73.732,DEGC,0.0,23/4/2025 16:17,"load increase, normal"
22/4/2025 12:00,GSP4,2101-CX-001,LUBE OIL,2101LI02 (LUBE OIL REVSERVOIR LEV),3,14.213,%,0.0,,
22/4/2025 12:00,GSP4,2132-XC-001,FUEL GAS SYSTEM,2132PI7 (START GAS   PRESSURE)  ,0,0.0324072,BARG,0.0,,
22/4/2025 11:00,GSP2,786-CX-02R,GAS TURBINE,TC382-03A ( T5 TC3 ) x L 786-CX-02R,0,744.946,DEGC,0.0,23/4/2025 8:44,"increase speed, normal"
22/4/2025 11:00,GSP2,786-CX-02R,GAS TURBINE,RT321A ( GP THRBRG2 ) x L 786-CX-02R,0,73.1057,DEGC,0.0,23/4/2025 16:17,"load increase, normal"
22/4/2025 11:00,GSP2,786-CX-001,EXPANDER,XI507A ( EXPANDER VIBRATION ) x L 786CX001,1,5.54358,uM,0.0,23/4/2025 8:28,vibration step up but still low
22/4/2025 11:00,GSP2,788-CX-01R,SEAL GAS,FIT759 ( SP GAS FLOW NDE ) x L 788CX01R,13,5.25984,NM3/HR,0.0,23/4/2025 16:15,normal
22/4/2025 11:00,GSP4,2101-CX-001,LUBE OIL,2101LI02 (LUBE OIL REVSERVOIR LEV),4,14.3223,%,0.0,,
22/4/2025 11:00,GSP4,2132-XC-001,FUEL GAS SYSTEM,2132PI7 (START GAS   PRESSURE)  ,0,0.0307871,BARG,0.0,,
22/4/2025 11:00,GSP2,786-CX-02R,POWER TURBINE,TV354Y ( PT B4Y ) x L 786CX02R,0,7.89931,umpp,0.0,24/4/2025 8:08,to be retrain
22/4/2025 11:00,GSP4,2106-CX-001,EXPANDER,2106VXI001 (HI SPD DRV BRG VIBR),0,9.29841,UM,0.0,,
22/4/2025 11:00,GSP2,786-CX-02R,GAS TURBINE,TC382-07A ( T5 TC7 ) x L 786-CX-02R,61,737.223,DEGC,0.0,23/4/2025 8:42,"increase speed, normal"
22/4/2025 11:00,GSP2,786-CX-02R,COMPRESSOR,TE727A ( HP TBG TP A (ACT) ) x L 786-CX-02R,2,73.1682,DEGC,0.0,23/4/2025 16:19,"load increase, normal"
22/4/2025 10:00,GSP2,786-CX-02R,GAS TURBINE,TC382-03A ( T5 TC3 ) x L 786-CX-02R,62,738.361,DEGC,0.0,23/4/2025 8:44,"increase speed, normal"
22/4/2025 10:00,GSP2,786-CX-02R,COMPRESSOR,TE727A ( HP TBG TP A (ACT) ) x L 786-CX-02R,6,72.1116,DEGC,0.0,23/4/2025 16:19,"load increase, normal"
22/4/2025 10:00,GSP2,788-CX-01R,SEAL GAS,FIT759 ( SP GAS FLOW NDE ) x L 788CX01R,18,5.13083,NM3/HR,0.0,23/4/2025 16:15,normal
22/4/2025 10:00,GSP2,786-CX-02R,POWER TURBINE,TV354Y ( PT B4Y ) x L 786CX02R,0,7.31598,umpp,0.0,24/4/2025 8:08,to be retrain
22/4/2025 10:00,GSP4,2101-CX-001,LUBE OIL,2101LI02 (LUBE OIL REVSERVOIR LEV),2,14.2456,%,0.0,,
22/4/2025 10:00,GSP2,786-CX-001,EXPANDER,XI507A ( EXPANDER VIBRATION ) x L 786CX001,4,5.30004,uM,0.0,23/4/2025 8:28,vibration step up but still low
22/4/2025 10:00,GSP4,2132-XC-001,FUEL GAS SYSTEM,2132PI7 (START GAS   PRESSURE)  ,0,0.0366755,BARG,0.0,,
22/4/2025 10:00,GSP2,786-CX-02R,GAS TURBINE,TC382-07A ( T5 TC7 ) x L 786-CX-02R,65,737.497,DEGC,0.0,23/4/2025 8:42,"increase speed, normal"
22/4/2025 10:00,GSP4,2106-CX-001,EXPANDER,2106VXI001 (HI SPD DRV BRG VIBR),0,9.42193,UM,0.0,,
22/4/2025 10:00,GSP2,786-CX-02R,GAS TURBINE,RT321A ( GP THRBRG2 ) x L 786-CX-02R,0,72.0812,DEGC,0.0,23/4/2025 16:17,"load increase, normal"
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B14 ( GG EXHAUST TEMP 14B ) x L 3606CX001A,64,663.375,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TIA016C ( GG 05 MODULE TEMP C ) x L 3606CX001A,72,393.0,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B3 ( GG EXHAUST TEMP 3B ) x L 3606CX001A,19,654.001,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,SEAL SYSTEM,FIA544B( PRIMARY NDE VENT PRESS B ) L 3606CX001A,0,0.0,NM3/H,0.0,,
18/4/2025 9:00,GSP6,3625-X-001,GAS TURBINE,TI015A ( GG IP Compr Dis.Temp1ECS ) x L 3625X001,0,197.0,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001B,GAS TURBINE,TI017A4 ( GG Exhaust Temp4A(ECS) ) x L 3606CX001B,8,683.059,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B12 ( GG EXHAUST TEMP 12B ) x L 3606CX001A,19,694.0,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A3 ( GG EXHAUST TEMP 3A ) x L 3606CX001A,26,653.0,DEGC,0.0,,
18/4/2025 9:00,GSP6,3625-X-001,MAIN LUBE OIL,PIA033 ( Main L.O. AC Gen DE ) x L 3625-X-001,0,-1390.2,BAR,0.0,,
18/4/2025 9:00,GSP4,2101-CX-001,LUBE OIL,2101LI02 (LUBE OIL REVSERVOIR LEV),1,14.2183,%,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,MAIN LUBE OIL,PDIA560 ( Main L.O. Filter dP ) x L 3606CX001A,8,0.1625,BAR,0.0,,
18/4/2025 9:00,GSP2,786-CX-02R,POWER TURBINE,TV354Y ( PT B4Y ) x L 786CX02R,0,6.375,umpp,0.0,24/4/2025 8:08,to be retrain
18/4/2025 9:00,GSP6,3625-X-001,GG LUBE OIL,PDI003 ( GG Hydraulic Filter dP ) x L 3625X001,0,1.4,BARG,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A12 ( GG EXHAUST TEMP 12A ) x L 3606CX001A,25,692.125,DEGC,0.0,,
18/4/2025 9:00,GSP2,786-CX-02R,GAS TURBINE,G353X ( POWER TURBINE SPEED ) x L 786CX02R,75,9632.800598,RPM,0.0,,
18/4/2025 9:00,GSP4,2106-CX-001,EXPANDER,2106VXI001 (HI SPD DRV BRG VIBR),0,9.3983,UM,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B17 ( GG EXHAUST TEMP 17B ) x L 3606CX001A,65,731.001,DEGC,0.0,,
18/4/2025 9:00,GSP6,3625-X-001,GAS TURBINE,TI015B ( GG IP Compr Dis.Temp2ECS ) x L 3625X001,0,196.5,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TIA016A ( GG 05 Module Temp A ) x L 3606CX001A,49,392.0,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001B,GG LUBE OIL,LIA001 ( GG LO Tank Level (ECS) ) x L 3606CX001B,34,255.0,MM,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A6 ( GG EXHAUST TEMP 6A ) x L 3606CX001A,0,654.0,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001B,COMPRESSOR,PI009 ( 1st Stage Discharge Press ) x L 3606CX001B,0,22.9,BAR,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B6 ( GG EXHAUST TEMP 6B ) x L 3606CX001A,0,655.0,DEGC,0.0,,
18/4/2025 9:00,GSP3,3325-X-001B,GAS TURBINE,Exhaust Avg (GG AVERAGE  EXAUST TEMP) x L 3325X001B,5,567.0,DEGC,0.0,,
18/4/2025 9:00,GSP3,3325-X-001B,POWER TURBINE,26TT1 ( PT THRUST   BEARING #1 ) x L 3325X001B,0,131.6,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B2 ( GG EXHAUST TEMP 2B ) x L 3606CX001A,42,708.125,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A14 ( GG EXHAUST TEMP 14A ) x L 3606CX001A,48,663.0,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A2 ( GG EXHAUST TEMP 2A ) x L 3606CX001A,25,706.027,DEGC,0.0,,
18/4/2025 9:00,GSP6,3625-X-001,GEAR BOX,XIK002 ( G.B. LSS Keyphasor 2 ) x L 3625-X-001,0,0.0,RPM,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001B,COMPRESSOR,TI010 ( 1st Stage Discharge Temp ) x L 3606CX001B,0,96.0,DEGC,0.0,,
18/4/2025 9:00,GSP6,3606-CX-001A,GAS TURBINE,TIA016B ( GG 05 Module Temp B ) x L 3606CX001A,37,393.0,DEGC,0.0,,
18/4/2025 9:00,GSP6,3625-X-001,MAIN LUBE OIL,PIA034 ( Main L.O. AC Gen NDE ) x L 3625-X-001,0,-1389.3,BAR,0.0,,
18/4/2025 8:00,GPPP,5560-CX-001C,LUBE OIL SYSTEM,PIA001B ( Main L.O.   HDR Press.B ) x L 5560CX001C,14,2.0,barg,0.0,,
18/4/2025 8:00,GSP3,3307C01,SEAL GAS,FI502B ( 2ND S.G. LEAK FLOW(DE) ) x L 3307C01,0,0.0,NM3/H,0.0,24/4/2025 8:08,to be retrain
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A2 ( GG EXHAUST TEMP 2A ) x L 3606CX001A,23,706.0,DEGC,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001B,COMPRESSOR,TI010 ( 1st Stage Discharge Temp ) x L 3606CX001B,0,96.0,DEGC,0.0,,
18/4/2025 8:00,GSP4,2101-CX-001,LUBE OIL,2101LI02 (LUBE OIL REVSERVOIR LEV),1,14.0807,%,0.0,,
18/4/2025 8:00,GSP6,3625-X-001,GG LUBE OIL,PDI003 ( GG Hydraulic Filter dP ) x L 3625X001,0,1.4,BARG,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,SEAL SYSTEM,FIA544B( PRIMARY NDE VENT PRESS B ) L 3606CX001A,0,0.0,NM3/H,0.0,,
18/4/2025 8:00,ESP,3225-X-003,POWER TURBINE,IPG9A63QMJBA2 ( PT Seal Air Atmospheric dP 2 ) x L 3225X003,37,407.397,mmWC  ,0.0,,
18/4/2025 8:00,GSP3,3325-X-001B,POWER TURBINE,26TC2 ( PT CPLG END JRNL BR #2 ) x L 3325X001B,20,105.1,DEGC,0.0,23/4/2025 16:21,unit shutdown
18/4/2025 8:00,GSP5,3501-2-P-002M,SEAL SYSTEM,PIA101 ( 3501-2 X01  TURB. INTENS ) x L 3501-2P02,51,10.0495,BAR,0.0,,
18/4/2025 8:00,GSP3,3307C01,SEAL GAS,FI502C ( 3RD S.G. LEAK FLOW(DE) ) x L 3307C01,0,0.0,NM3/H,0.0,,
18/4/2025 8:00,GSP3,3325-X-001B,POWER TURBINE,26TT1 ( PT THRUST   BEARING #1 ) x L 3325X001B,0,131.6,DEGC,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001B,COMPRESSOR,PI009 ( 1st Stage Discharge Press ) x L 3606CX001B,0,22.9,BAR,0.0,,
18/4/2025 8:00,GSP5,3501-2-P-002M,PUMP,TIA101 ( 3501-2P02   THRUST BEAR. ) x L 3501-2P02,23,49.5618,DEGC,0.0,,
18/4/2025 8:00,GSP5,3501-2-P-002M,MOTOR,TIA106 ( 3501-2P02   NDE BEAR. ) x L 3501-2P02,77,56.5247,DEGC,0.0,,
18/4/2025 8:00,GSP6,3625-X-001,GAS TURBINE,TI015B ( GG IP Compr Dis.Temp2ECS ) x L 3625X001,0,196.998,DEGC,0.0,,
18/4/2025 8:00,ESP,3201-1-P-002A,LUBE OIL SYSTEM,PDI560 ( P002A OIL FILTER ) x L 3201-1PM002A,0,0.278893,BAR,0.0,,
18/4/2025 8:00,GSP6,3607-CX-001,SEAL SYSTEM,FI547 ( SEAL VENT (FE) FLOW ) x L 3607CX001,0,0.302688,KM3/H,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B17 ( GG EXHAUST TEMP 17B ) x L 3606CX001A,63,731.003,DEGC,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B6 ( GG EXHAUST TEMP 6B ) x L 3606CX001A,0,654.906,DEGC,0.0,,
18/4/2025 8:00,GSP6,3601-1-P-002,TURBINE,XIZ530 ( 36011X001   N-DRIVE SIDE ) x L 36011PM002,1,-0.062146,mm,0.0,18/4/2025 11:31,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A12 ( GG EXHAUST TEMP 12A ) x L 3606CX001A,27,692.0,DEGC,0.0,,
18/4/2025 8:00,GSP6,3625-X-001,GEAR BOX,XIK002 ( G.B. LSS Keyphasor 2 ) x L 3625-X-001,0,0.0,RPM,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TIA016A ( GG 05 Module Temp A ) x L 3606CX001A,53,390.0,DEGC,0.0,,
18/4/2025 8:00,GSP6,3607-CX-001,SEAL SYSTEM,FI544B ( SEAL VENT(FE) FLOW-B ) x L 3607CX001,0,0.004072,NM3/H,0.0,,
18/4/2025 8:00,GSP5,3501-2-P-002M,SEAL SYSTEM,PIA103 ( 3501-2 P02  LUBE PRESS. ) x L 3501-2P02,0,1.40496,BAR,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B3 ( GG EXHAUST TEMP 3B ) x L 3606CX001A,17,654.0,DEGC,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A6 ( GG EXHAUST TEMP 6A ) x L 3606CX001A,0,654.0,DEGC,0.0,,
18/4/2025 8:00,GPPP,5560-CX-001C,GG LUBE OIL,LIA201 ( GG L.O.     Reserv. LVL ) x L 5560CX001C,0,19.2726,mm,0.0,,
18/4/2025 8:00,GSP6,3625-X-001,MAIN LUBE OIL,PIA034 ( Main L.O. AC Gen NDE ) x L 3625-X-001,0,-1389.3,BAR,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001B,GAS TURBINE,TI017A4 ( GG Exhaust Temp4A(ECS) ) x L 3606CX001B,8,683.008,DEGC,0.0,,
18/4/2025 8:00,GSP6,3601-2-P-002,LUBE OIL SYSTEM,LI540 ( LUBE OIL SYS LEVEL ) x L 3601-2PM002,0,62.661,%,0.0,,
18/4/2025 8:00,GSP5,3501-2-P-002M,PUMP,TIA103 ( 3501-2P02   NDE BEAR. ) x L 3501-2P02,69,53.4216,DEGC,0.0,,
18/4/2025 8:00,GSP6,3601-1-P-002,TURBINE,XIZ531 ( 36011X001   N-DRIVE SIDE ) x L 36011PM002,9,-0.066947,mm,0.0,,
18/4/2025 8:00,GSP5,3501-2-P-002M,PUMP,TIA102 ( 3501-2P02   THRUST BEAR. ) x L 3501-2P02,10,45.2667,DEGC,0.0,,
18/4/2025 8:00,GSP1,703-CX-01,COMPRESSOR,XIRSA002X ( COMPRESSOR  BEARING X ) x L 703CX01,69,16.6235,uM,0.0,23/4/2025 16:13,model to be retrain
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TIA016C ( GG 05 MODULE TEMP C ) x L 3606CX001A,74,392.0,DEGC,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B12 ( GG EXHAUST TEMP 12B ) x L 3606CX001A,21,693.5,DEGC,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TIA016B ( GG 05 Module Temp B ) x L 3606CX001A,40,391.0,DEGC,0.0,,
18/4/2025 8:00,GSP2,786-CX-02R,POWER TURBINE,TV354Y ( PT B4Y ) x L 786CX02R,0,6.85417,umpp,0.0,24/4/2025 8:08,to be retrain
18/4/2025 8:00,GSP6,3625-X-001,GAS TURBINE,TI015A ( GG IP Compr Dis.Temp1ECS ) x L 3625X001,0,197.0,DEGC,0.0,,
18/4/2025 8:00,ESP,3225-X-003,POWER TURBINE,IPG9A63QMJBA1 ( PT Seal Air Atmospheric dP 1 ) x L 3225X003,35,411.642,mmWC  ,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A14 ( GG EXHAUST TEMP 14A ) x L 3606CX001A,46,661.997,DEGC,0.0,,
18/4/2025 8:00,GSP6,3601-1-P-002,LUBE OIL SYSTEM,LI540 ( LUBE OIL LEV ) x L 36011PM002,7,69.8953,%,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B14 ( GG EXHAUST TEMP 14B ) x L 3606CX001A,62,662.0,DEGC,0.0,,
18/4/2025 8:00,GSP4,2106-CX-001,EXPANDER,2106VXI001 (HI SPD DRV BRG VIBR),0,9.03249,UM,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,MAIN LUBE OIL,PDIA560 ( Main L.O. Filter dP ) x L 3606CX001A,0,0.199989,BAR,0.0,,
18/4/2025 8:00,GSP6,3625-X-001,MAIN LUBE OIL,PIA033 ( Main L.O. AC Gen DE ) x L 3625-X-001,0,-1390.2,BAR,0.0,,
18/4/2025 8:00,GPPP,5560-CX-001C,COMPRESSOR,TIA003A ( Discharge   Temp. ) x L 5560-CX-001C,76,92.2984,DEGC,0.0,23/4/2025 16:49,normal
18/4/2025 8:00,GSP5,3501-2-P-002M,MOTOR,TIA105 ( 3501-2P02   DE BEAR. ) x L 3501-2P02,65,53.4595,DEGC,0.0,,
18/4/2025 8:00,GPPP,5560-CX-001C,LUBE OIL SYSTEM,XIA015B ( L.O.CLR Fan2Mot.Cas.Vib. ) x L 5560CX001C,68,1.39924,mm/s,0.0,,
18/4/2025 8:00,GPPP,5560-CX-001C,LUBE OIL SYSTEM,PI018 ( Main L.O.   P-A Dis Pres ) x L 5560CX001C,0,0.1,barg,0.0,,
18/4/2025 8:00,GSP6,3601-2-P-002,TURBINE,TIA533 ( 3601-2-X001 S/B TEMP ) x L 3601-2PM002,26,52.7972,DEGC,0.0,,
18/4/2025 8:00,GSP3,3307C01,SEAL GAS,FI502A ( 1ST S.G. LEAK FLOW(DE) ) x L 3307C01,0,0.0,NM3/H,0.0,,
18/4/2025 8:00,GSP2,786-CX-02R,GAS TURBINE,G353X ( POWER TURBINE SPEED ) x L 786CX02R,77,9632.800598,RPM,0.0,,
18/4/2025 8:00,GSP3,3325-X-001B,GAS TURBINE,Exhaust Avg (GG AVERAGE  EXAUST TEMP) x L 3325X001B,2,568.0,DEGC,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001B,GG LUBE OIL,LIA001 ( GG LO Tank Level (ECS) ) x L 3606CX001B,28,253.0,MM,0.0,,
18/4/2025 8:00,GSP3,3307C01,SEAL GAS,FI504 ( 2ND S.G. LEAK FLOW(DE) ) x L 3307C01,46,0.0,NM3/H,0.0,,
18/4/2025 8:00,GSP6,3607-CX-001,MOTOR,XIY520 ( JNL BRG (DE-Y) VIB ) x L 3607CX001,58,47.4423,UM,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017B2 ( GG EXHAUST TEMP 2B ) x L 3606CX001A,40,708.0,DEGC,0.0,,
18/4/2025 8:00,GSP6,3606-CX-001A,GAS TURBINE,TI017A3 ( GG EXHAUST TEMP 3A ) x L 3606CX001A,24,652.004,DEGC,0.0,,
18/4/2025 19:00,GSP4,2132-XC-001,GG LUBE OIL,2132PI5 (HYDRAULIC   SERVO PRESS)  ,0,-0.00237502,BARG,0.0,,
18/4/2025 19:00,GSP4,2132-XC-001,COMPRESSOR,2132VI702X (COMP DE RADIAL BRG VIB X)  ,0,0.587298,UM,0.0,,
18/4/2025 19:00,GSP4,2132-XC-001,GAS TURBINE,2132TI21 (ENCLOSURE   TEMPERATURE)  ,0,34.1859,DEGC,0.0,,
18/4/2025 19:00,GSP4,2132-XC-001,POWER TURBINE,2132XI50 (PWR TURBINE BEARING VIB),57,4.21856,UM,0.0,,
